"time","ticker","curr"
"2009-11-02","PDSS",NA
"2009-11-02","PEOP",NA
"2009-11-02","POWR",NA
"2009-11-02","SHRX",NA
"2009-11-02","SKBD",NA
"2009-11-02","SKEI",NA
"2009-11-02","SMUG",NA
"2009-11-02","SSS",NA
"2009-11-02","STFP",NA
"2009-11-02","SWNC",NA
"2009-11-02","TAG",NA
"2009-11-02","TNAH",NA
"2009-11-02","TNPT",NA
"2009-11-02","TPEG",NA
"2009-11-02","TPP",NA
"2009-11-02","TSRC",NA
"2009-11-02","UNIB",NA
"2009-11-02","VPTS",NA
"2009-11-02","YIPP",NA
"2009-11-03","AAVL",NA
"2009-11-03","ACFI",NA
"2009-11-03","BB",NA
"2009-11-03","BOTT",NA
"2009-11-03","BUZZ",NA
"2009-11-03","CHIA",NA
"2009-11-03","CHPS",NA
"2009-11-03","COFL",NA
"2009-11-03","CYBU",NA
"2009-11-03","DROO",NA
"2009-11-03","EEEEE",NA
"2009-11-03","FAER",NA
"2009-11-03","FISH",NA
"2009-11-03","HELT",NA
"2009-11-03","HUW",NA
"2009-11-03","KAUF",NA
"2009-11-03","KBAT",NA
"2009-11-03","KSON",NA
"2009-11-03","LDSC",NA
"2009-11-03","LUPE",NA
"2009-11-03","MPC",NA
"2009-11-03","MYNC",NA
"2009-11-03","NAKR",NA
"2009-11-03","NATN",NA
"2009-11-03","PDSS",NA
"2009-11-03","PEOP",NA
"2009-11-03","POWR",NA
"2009-11-03","SHRX",NA
"2009-11-03","SKBD",NA
"2009-11-03","SKEI",NA
"2009-11-03","SMUG",NA
"2009-11-03","SSS",NA
"2009-11-03","STFP",NA
"2009-11-03","SWNC",NA
"2009-11-03","TAG",NA
"2009-11-03","TNAH",NA
"2009-11-03","TNPT",NA
"2009-11-03","TPEG",NA
"2009-11-03","TPP",NA
"2009-11-03","TSRC",NA
"2009-11-03","UNIB",NA
"2009-11-03","VPTS",NA
"2009-11-03","YIPP",NA
"2009-11-04","AAVL",NA
"2009-11-04","ACFI",NA
"2009-11-04","BB",NA
"2009-11-04","BOTT",NA
"2009-11-04","BUZZ",NA
"2009-11-04","CHIA",NA
"2009-11-04","CHPS",NA
"2009-11-04","COFL",NA
"2009-11-04","CYBU",NA
"2009-11-04","DROO",NA
"2009-11-04","EEEEE",NA
"2009-11-04","FAER",NA
"2009-11-04","FISH",NA
"2009-11-04","HELT",NA
"2009-11-04","HUW",NA
"2009-11-04","KAUF",NA
"2009-11-04","KBAT",NA
"2009-11-04","KSON",NA
"2009-11-04","LDSC",NA
"2009-11-04","LUPE",NA
"2009-11-04","MPC",NA
"2009-11-04","MYNC",NA
"2009-11-04","NAKR",NA
"2009-11-04","NATN",NA
"2009-11-04","PDSS",NA
"2009-11-04","PEOP",NA
"2009-11-04","POWR",NA
"2009-11-04","SHRX",NA
"2009-11-04","SKBD",NA
"2009-11-04","SKEI",NA
"2009-11-04","SMUG",NA
"2009-11-04","SSS",NA
"2009-11-04","STFP",NA
"2009-11-04","SWNC",NA
"2009-11-04","TAG",NA
"2009-11-04","TNAH",NA
"2009-11-04","TNPT",NA
"2009-11-04","TPEG",NA
"2009-11-04","TPP",NA
"2009-11-04","TSRC",NA
"2009-11-04","UNIB",NA
"2009-11-04","VPTS",NA
"2009-11-04","YIPP",NA
"2009-11-05","AAVL",NA
"2009-11-05","ACFI",NA
"2009-11-05","BB",NA
"2009-11-05","BOTT",NA
"2009-11-05","BUZZ",NA
"2009-11-05","CHIA",NA
"2009-11-05","CHPS",NA
"2009-11-05","COFL",NA
"2009-11-05","CYBU",NA
"2009-11-05","DROO",NA
"2009-11-05","EEEEE",NA
"2009-11-05","FAER",NA
"2009-11-05","FISH",NA
"2009-11-05","HELT",NA
"2009-11-05","HUW",NA
"2009-11-05","KAUF",NA
"2009-11-05","KBAT",NA
"2009-11-05","KSON",NA
"2009-11-05","LDSC",NA
"2009-11-05","LUPE",NA
"2009-11-05","MPC",NA
"2009-11-05","MYNC",NA
"2009-11-05","NAKR",NA
"2009-11-05","NATN",NA
"2009-11-05","PDSS",NA
"2009-11-05","PEOP",NA
"2009-11-05","POWR",NA
"2009-11-05","SHRX",NA
"2009-11-05","SKBD",NA
"2009-11-05","SKEI",NA
"2009-11-05","SMUG",NA
"2009-11-05","SSS",NA
"2009-11-05","STFP",NA
"2009-11-05","SWNC",NA
"2009-11-05","TAG",NA
"2009-11-05","TNAH",NA
"2009-11-05","TNPT",NA
"2009-11-05","TPEG",NA
"2009-11-05","TPP",NA
"2009-11-05","TSRC",NA
"2009-11-05","UNIB",NA
"2009-11-05","VPTS",NA
"2009-11-05","YIPP",NA
"2009-11-06","AAVL",NA
"2009-11-06","ACFI",NA
"2009-11-06","BB",NA
"2009-11-06","BOTT",NA
"2009-11-06","BUZZ",NA
"2009-11-06","CHIA",NA
"2009-11-06","CHPS",NA
"2009-11-06","COFL",NA
"2009-11-06","CYBU",NA
"2009-11-06","DROO",NA
"2009-11-06","EEEEE",NA
"2009-11-06","FAER",NA
"2009-11-06","FISH",NA
"2009-11-06","HELT",NA
"2009-11-06","HUW",NA
"2009-11-06","KAUF",NA
"2009-11-06","KBAT",NA
"2009-11-06","KSON",NA
"2009-11-06","LDSC",NA
"2009-11-06","LUPE",NA
"2009-11-06","MPC",NA
"2009-11-06","MYNC",NA
"2009-11-06","NAKR",NA
"2009-11-06","NATN",NA
"2009-11-06","PDSS",NA
"2009-11-06","PEOP",NA
"2009-11-06","POWR",NA
"2009-11-06","SHRX",NA
"2009-11-06","SKBD",NA
"2009-11-06","SKEI",NA
"2009-11-06","SMUG",NA
"2009-11-06","SSS",NA
"2009-11-06","STFP",NA
"2009-11-06","SWNC",NA
"2009-11-06","TAG",NA
"2009-11-06","TNAH",NA
"2009-11-06","TNPT",NA
"2009-11-06","TPEG",NA
"2009-11-06","TPP",NA
"2009-11-06","TSRC",NA
"2009-11-06","UNIB",NA
"2009-11-06","VPTS",NA
"2009-11-06","YIPP",NA
"2009-11-07","AAVL",NA
"2009-11-07","ACFI",NA
"2009-11-07","BB",NA
"2009-11-07","BOTT",NA
"2009-11-07","BUZZ",NA
"2009-11-07","CHIA",NA
"2009-11-07","CHPS",NA
"2009-11-07","COFL",NA
"2009-11-07","CYBU",NA
"2009-11-07","DROO",NA
"2009-11-07","EEEEE",NA
"2009-11-07","FAER",NA
"2009-11-07","FISH",NA
"2009-11-07","HELT",NA
"2009-11-07","HUW",NA
"2009-11-07","KAUF",NA
"2009-11-07","KBAT",NA
"2009-11-07","KSON",NA
"2009-11-07","LDSC",NA
"2009-11-07","LUPE",NA
"2009-11-07","MPC",NA
"2009-11-07","MYNC",NA
"2009-11-07","NAKR",NA
"2009-11-07","NATN",NA
"2009-11-07","PDSS",NA
"2009-11-07","PEOP",NA
"2009-11-07","POWR",NA
"2009-11-07","SHRX",NA
"2009-11-07","SKBD",NA
"2009-11-07","SKEI",NA
"2009-11-07","SMUG",NA
"2009-11-07","SSS",NA
"2009-11-07","STFP",NA
"2009-11-07","SWNC",NA
"2009-11-07","TAG",NA
"2009-11-07","TNAH",NA
"2009-11-07","TNPT",NA
"2009-11-07","TPEG",NA
"2009-11-07","TPP",NA
"2009-11-07","TSRC",NA
"2009-11-07","UNIB",NA
"2009-11-07","VPTS",NA
"2009-11-07","YIPP",NA
"2009-11-08","AAVL",NA
"2009-11-08","ACFI",NA
"2009-11-08","BB",NA
"2009-11-08","BOTT",NA
"2009-11-08","BUZZ",NA
"2009-11-08","CHIA",NA
"2009-11-08","CHPS",NA
"2009-11-08","COFL",NA
"2009-11-08","CYBU",NA
"2009-11-08","DROO",NA
"2009-11-08","EEEEE",NA
"2009-11-08","FAER",NA
"2009-11-08","FISH",NA
"2009-11-08","HELT",NA
"2009-11-08","HUW",NA
"2009-11-08","KAUF",NA
"2009-11-08","KBAT",NA
"2009-11-08","KSON",NA
"2009-11-08","LDSC",NA
"2009-11-08","LUPE",NA
"2009-11-08","MPC",NA
"2009-11-08","MYNC",NA
"2009-11-08","NAKR",NA
"2009-11-08","NATN",NA
"2009-11-08","PDSS",NA
"2009-11-08","PEOP",NA
"2009-11-08","POWR",NA
"2009-11-08","SHRX",NA
"2009-11-08","SKBD",NA
"2009-11-08","SKEI",NA
"2009-11-08","SMUG",NA
"2009-11-08","SSS",NA
"2009-11-08","STFP",NA
"2009-11-08","SWNC",NA
"2009-11-08","TAG",NA
"2009-11-08","TNAH",NA
"2009-11-08","TNPT",NA
"2009-11-08","TPEG",NA
"2009-11-08","TPP",NA
"2009-11-08","TSRC",NA
"2009-11-08","UNIB",NA
"2009-11-08","VPTS",NA
"2009-11-08","YIPP",NA
"2009-11-09","AAVL",NA
"2009-11-09","ACFI",NA
"2009-11-09","BB",NA
"2009-11-09","BOTT",NA
"2009-11-09","BUZZ",NA
"2009-11-09","CHIA",NA
"2009-11-09","CHPS",NA
"2009-11-09","COFL",NA
"2009-11-09","CYBU",NA
"2009-11-09","DROO",NA
"2009-11-09","EEEEE",NA
"2009-11-09","FAER",NA
"2009-11-09","FISH",NA
"2009-11-09","HELT",NA
"2009-11-09","HUW",NA
"2009-11-09","KAUF",NA
"2009-11-09","KBAT",NA
"2009-11-09","KSON",NA
"2009-11-09","LDSC",NA
"2009-11-09","LUPE",NA
"2009-11-09","MPC",NA
"2009-11-09","MYNC",NA
"2009-11-09","NAKR",NA
"2009-11-09","NATN",NA
"2009-11-09","PDSS",NA
"2009-11-09","PEOP",NA
"2009-11-09","POWR",NA
"2009-11-09","SHRX",NA
"2009-11-09","SKBD",NA
"2009-11-09","SKEI",NA
